strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
170501030101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030208,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030209,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030306,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030307,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030308,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030309,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030407,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030408,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030409,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030506,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030507,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030906,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501030907,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031005,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501031103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501040905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501041705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050107,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050506,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050507,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050508,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050509,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050706,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050707,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050906,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050907,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501050908,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060208,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501060605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070107,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070108,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070208,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501070705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501080805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501090101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501090102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501090103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501090104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170501090105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
